Date	A	B	C	D	E
20240205	102.90378524605501	104.12832490629214	103.41852306779997	101.78432262779873	109.44690227107203
20240206	102.13497952110546	104.71229311797352	102.74403101164302	101.83709168451949	108.77494903808804
20240207	102.84876415621153	105.33886421698848	102.55074731232727	102.26162324955976	107.61396709419128
20240208	101.34667083075817	105.82389546103856	102.7423611673632	102.93366767793064	110.23141103957992
20240209	102.32886761108307	104.88328145624418	103.91722508845073	101.60834865184	109.74571925806273
20240212	102.27951442797803	106.7171155827319	103.1668026349231	100.7922349205854	109.65965473516562
20240213	101.62348094142153	107.94781470006245	102.07907992884222	99.66221634091949	109.2024305689528
20240214	101.13884700163216	110.07293963780305	103.0734678835483	99.76946195344212	107.89396786462282
20240215	102.01684281884316	108.99925858019532	101.51375468322519	100.9820160388133	108.25812176837172
20240216	102.98120682426153	109.36909522639063	102.40777214105017	100.34679996878701	107.16567093478993
20240219	103.70625781106419	108.51563457632774	101.72439147013921	99.91070739049327	107.20584325467344
20240220	103.3604630126231	107.05521689919779	101.09199336972338	97.73334781061347	107.89980549640681
20240221	101.7381080284899	105.90059951656269	101.16497281653578	97.03261892100386	109.59954418269335
20240222	100.4513342582163	106.20502482683672	101.1454672393906	95.92496435432064	110.19659327197517
20240223	100.29921923796303	107.04928415033143	102.00224184183367	98.04226135459831	111.70162587377826
20240226	99.9496033336391	106.81469772213323	103.15073735244754	98.70654549707447	112.4414427168392
20240227	98.36612944514557	106.81007688538571	102.41273588525495	99.00303510826939	112.35360361900509
20240228	99.28537913930326	107.1708679049235	103.24185663547851	98.56205170262898	111.31974105167912
20240229	98.89887109931117	107.17406120082143	103.65477182891797	100.83438372575853	111.29496720516359
20240301	97.9775503132099	106.825262112634	103.19598177299537	101.34131951147802	109.61520195147484
20240304	98.05916234665776	107.01398218710064	103.45655088399828	100.7579453660694	109.37658669900313
20240305	96.6919725297863	106.50866056867908	102.91702814243591	101.19825973127021	108.14090224420192
20240306	97.46977850080974	108.1339944202375	100.82872258554359	101.65087496707923	108.89717709028157
20240307	96.86981809448105	107.7268039280363	100.71497075505569	101.36888995324809	108.5829044886089
20240308	95.27885974293486	108.99715104506839	101.82856270961777	100.56784720548187	107.02363892543549
20240311	95.79577735644386	108.39303834007748	101.99361090239951	100.26726914248924	107.78786926236057
20240312	96.48292963692225	107.63091183740644	100.61250293153077	98.71233646584194	108.46948789786252
20240313	95.36174528020845	107.10822026260809	100.0343266086424	98.68019376105957	106.4106980931901
20240314	95.56104817237912	107.69235935847246	100.1428447314888	98.39356380876033	106.53569779024832
20240315	95.96233345103536	104.7684534982802	102.14125795434919	98.79789775048073	105.86408280789415
20240318	95.60701737213158	105.30807776416997	102.04314333563403	96.83122184709511	108.09397225792029
20240319	95.52049332587332	106.40918040904141	101.35966178698357	98.35006960506149	108.4256190501485
20240320	96.1230606769496	105.32379021227159	102.61525974687822	99.05065978056032	109.86835336493506
20240321	95.54032187975409	104.83933656661577	105.02787794237618	98.02585554659159	109.74103516486839
20240322	96.65203788531677	104.96283131955751	105.66306040084612	97.65460219336278	110.16992244017827
20240325	95.41654796096279	106.7391072246929	105.55938815930803	97.01203118514393	110.92871126935768
20240326	94.99695365039432	105.34545760486847	104.16816250142217	97.70695415505529	110.773992251591
20240327	94.88900201543267	106.508251412336	103.02155954853878	97.01503414186426	110.37053683134918
20240328	94.99757116076535	106.48463960489056	102.74697477947994	96.97465867766869	110.27421958036348
20240329	94.33528338237193	105.64356312519452	103.0500274781007	96.13375882551671	109.02711539049508
20240401	94.05995124224744	105.49822684708336	105.42310335015199	95.4777790241736	110.08240520903433
20240402	94.78434338834909	104.2721904525823	106.26270092007096	94.37297341925125	107.21514334560692
20240403	95.37985920622435	102.47775905984045	106.7643087938682	93.74840249555798	109.0310832681489
20240404	96.42374905116824	102.03459599650813	106.05367217513613	92.63563090439884	108.57311129246669
20240405	96.17303104253135	101.68349479028811	106.2412387724266	93.1917376189296	108.9751993478053
20240408	95.4600214745204	100.25200660851203	107.72241255966206	92.56994988999188	108.28832994085363
20240409	94.98278298250978	98.44090181365458	107.23019987698541	92.14542316165476	108.98398822336614
20240410	95.66765087246685	98.46430487268762	108.25574185041278	92.47771212236182	108.98869413194592
20240411	95.84089727935948	98.29641539186878	107.8507053411377	92.24889735776041	107.78775262145139
20240412	96.12927629402917	97.34450889032881	108.7839957237264	92.03746701297	107.8626857347176
20240415	96.62449508694377	97.99235535303194	107.11017647580931	91.86560626073653	108.83802620416192
20240416	95.01656294645866	98.39227292404628	104.7422268214853	90.94924822169035	108.90185724995607
20240417	93.47407005198106	97.44685635753204	103.23252818959301	92.47912916490391	109.10266961651331
20240418	94.02464934453704	97.24955585049896	102.88889138104433	91.01444648721593	108.80649054181903
20240419	93.33004230353691	98.10709171596237	104.09049866213589	92.37755461155139	109.76003773272818
20240422	92.79154386321919	97.03780887567316	104.91256951565961	92.72581955154693	107.8575228441232
20240423	93.14061415320437	97.85099701480165	104.99540506419778	92.57289841809242	107.01132161703097
20240424	91.82136313195511	98.65696789863809	104.69228657262268	92.37549691050907	108.90346528577182
20240425	92.47052965927777	99.04329844111791	104.86209033849376	93.80908507538994	110.81451231546751
20240426	93.35272367573114	99.64156117499357	102.70902915074099	93.94400622058711	110.69256497972117
20240429	93.45916275294404	100.60579086705638	99.95331821321048	93.42937522999074	111.01393315127844
20240430	93.04247631253884	99.21019271627506	100.84582788101406	93.70715291479829	109.96307983786251
20240501	93.35452062826015	100.04865476268165	100.87133768548398	94.4792442525563	110.07118285513356
20240502	93.00488378985186	98.91514982121731	100.80485435778563	94.68192368720507	111.061666486666
20240503	92.91647124943876	99.38851524448253	99.85712283311408	93.96259811149818	110.96132398111665
20240506	91.9600870332035	100.22714343796466	100.34073016567899	94.24405696849917	111.36028426447884
20240507	93.85631809156064	99.77826785896917	98.17555789337594	94.4509611587213	111.32620928860948
20240508	93.39052470265653	98.82613599046066	97.76487760745162	94.64131880754475	110.79000324576747
20240509	95.69006014243871	97.90102900630521	97.01195460351998	92.51843797957933	111.09118948984997
20240510	93.79864047397585	97.39379613789714	96.76424042162101	91.88250805360173	113.06242702930535
20240513	94.75497090270244	98.70680424345754	95.93331557881311	92.94394924332876	113.64733799799826
20240514	95.50784258522881	99.74812623559336	95.0844732162841	92.56891914618176	114.65482434726297
20240515	93.02350233409372	101.28937829553489	95.63099747723868	92.54512832534341	114.93090984781347
20240516	92.08875328758158	100.95573143832901	96.70836005886842	93.7729672697463	118.09547463766744
20240517	92.03910812138757	100.3131294805089	96.23157368618028	92.84172859461093	118.02717054952558
20240520	92.41052686794443	100.29884362053818	97.31187053432248	92.64305980765847	117.64132188618682
20240521	91.89330856078489	98.69436182411934	95.81730484912458	91.57538043262974	119.20618382904635
20240522	92.7382322345744	100.08076010421748	94.56819243080696	89.80819379572625	118.44563368655162
20240523	92.92000918902075	100.60121788902718	95.58356670079753	90.08187804376897	120.55194702168279
20240524	92.73193855689289	99.70676933107953	94.00883119042089	89.30248358644086	120.86834982027004
20240527	91.92984643430503	100.6652842805495	95.36503518238061	87.22870217699234	121.94162642052906
20240528	89.91184648513244	101.09048297732892	96.55962656500185	87.3027524709285	120.41517540887554
20240529	89.40489144043495	100.84649733798435	96.40309062768756	87.14322442510492	120.3069915291302
20240530	89.61387790060567	99.65495763086953	96.18929407308167	88.494078000028	119.86909645817654
20240531	89.23486570420151	100.75539712729173	93.77761829322431	89.56363878954882	119.1378524885667
20240603	89.3991451509291	100.87266536217179	94.68455546168714	89.34215822563425	118.35646837752039
20240604	90.58508528963529	98.53553497446401	94.72275340522998	88.16360347617231	117.48201467015265
20240605	92.44391578388948	98.51130271956185	94.92669257117534	86.62414525612444	116.65196092350459
20240606	92.64432684921742	98.88117403280708	95.53319723591403	86.6489474788748	117.2918004381323
20240607	93.08430034733512	97.10777681161088	95.58767215009605	87.33435324081358	118.00932525586984
20240610	92.76477145884728	96.34786133336432	94.5435656177287	87.23741877285597	119.37794250227971
20240611	90.98993616464772	95.73330767291026	93.49077006503622	87.94247683851395	118.74179567378766
20240612	90.5808237468032	95.54494688393052	93.92688383400002	87.61559773871514	115.2023239133372
20240613	91.09251615729774	95.98454743976951	93.739648032366	86.68827795345177	115.63142039412617
20240614	91.45691677455157	95.55355594311143	93.55541392693257	85.9028586490722	115.44818690692078
20240617	90.06788943469012	95.97234468096485	92.69460182642598	86.12486300819873	113.85915498174961
20240618	89.55591121644416	95.88553915805912	91.18616992601785	86.2413376175494	113.45096604059275
20240619	88.02664692291282	94.66295605607885	91.75797837077629	87.03455096138009	113.3240756215931
20240620	88.4013457288123	94.89406724162338	92.0793468127043	88.17866297599267	111.65141546809294
20240621	89.01917536173008	94.55116326592822	91.89145847492216	87.93012984446568	111.255591979242
20240624	87.95187924126724	94.7436184463015	93.45850226018011	87.8983637720347	111.27630408785902
20240625	87.36693104535385	94.65131252865666	93.91397239476524	87.59104489214924	110.7946285034388
20240626	87.73750799145193	93.80514422962793	94.17023379516	88.33019279578596	112.3341351333045
20240627	87.67577829803966	95.1158544808251	95.1684273279858	87.47209752035428	110.99646946979279
20240628	87.42628985518515	96.11880941675103	95.11867961212343	86.96565594384981	112.75539495112497
20240701	87.69501721968723	93.93274820670352	95.43992359782425	87.43657624260443	113.03267232873975
20240702	88.10790024852405	93.88835142326245	94.20874564992597	87.1304697470517	111.99125127384522
20240703	87.30736237335998	92.72847898226317	94.65492494161393	87.23325378967019	111.51276860616666
20240704	86.75962938179269	92.72530484337018	95.70110613721218	85.51941719570515	111.95621598972407
20240705	86.30472042465287	91.01238102915174	93.87581820480536	84.7593120500936	112.2246831992962
20240708	86.6619505196335	90.17982539436183	94.85439540115263	85.99124183047199	112.69260786188234
20240709	86.16817389228794	91.21778861339833	95.5927511903491	86.75773039171865	111.97763802365104
20240710	83.77673570457108	93.18789570625576	94.08401961896347	86.7440514489273	114.69846535111097
20240711	84.07095289431949	94.095507491413	92.69960792744762	85.23270108380946	114.11190804960232
20240712	85.00997622547732	93.78902164400307	91.9842972002178	85.41868310886565	115.3763009540663
20240715	83.8072244984816	92.67904351160183	91.27995269651315	86.3761185888298	115.67067951541854
20240716	85.630433292213	93.56972089505788	91.26617486612716	87.49328178029215	115.93876386701226
20240717	85.04593612826943	94.22698305441637	90.65100004013664	87.25702204664543	117.51194417612729
20240718	84.97683761337106	93.49193454339776	90.24909704379371	88.17080909668445	116.88780864009733
20240719	84.66565354044353	93.03467225409	90.43332574187572	87.8491420060116	115.05338220625522
20240722	83.93462338687124	92.18932594459037	91.58303443149701	88.58369297117241	115.7541803386398
20240723	83.52822674893943	91.45860246023676	91.13763759465782	87.67431538151818	118.70492732158877
20240724	81.68998429857027	91.99429121614924	89.99241076122794	87.60039897900059	117.5614049081224
20240725	80.74976997738592	90.96952498155716	91.60402423731941	87.50147656621807	116.68800745112505
20240726	81.21605775031014	90.99713779879171	92.28443948762701	85.93688244188702	117.06622603426995
20240729	81.86241166951991	89.51552468004024	92.71752393090982	87.42444349645999	117.0722460816671
20240730	82.55411278781285	90.13583180563907	92.08227187052009	87.4767098489585	115.27508148869549
20240731	82.1988211347191	90.39370722237847	92.76908438054157	87.51574377460358	116.13126222884725
20240801	81.31348731295935	90.31988818538518	92.80553066337386	89.16732122639044	115.90599280999699
20240802	80.92491358919835	90.35724428759437	91.97484366492887	89.35723008197398	115.50674234892111
20240805	79.50408917830725	90.3223852692032	91.70158560129966	87.9279671326161	115.45231205103026
20240806	80.71319075754275	90.8126293840301	92.28290768855038	86.77364588356792	116.02742037511258
20240807	80.84926636671284	91.3126030863945	92.69228359000566	85.61882262521628	116.0025922223304
20240808	80.25489871887392	91.28513664850976	91.88255809870438	86.7673026509487	115.03343367472394
20240809	79.55259552213727	91.37152082637843	90.9163841372199	86.41689667896351	114.10546676157311
20240812	80.69931624561607	92.1107704887916	90.8823245872507	86.09669710793727	115.20721124169889
20240813	81.04318358196862	92.58919071404183	90.87669711224339	84.6723201295157	115.10073299750867
20240814	80.6289079031821	93.20701215941334	91.8192559328557	84.13387152403212	115.66424291155002
20240815	82.05715642582112	92.60524943586712	93.39532146956167	83.4362928175083	115.71394266231198
20240816	82.06442240663694	92.63442366520077	92.63476213463618	82.96107727795358	114.96686208968023
20240819	82.34964978654497	92.95924483858158	94.73882694137296	84.12311994886184	114.40508172990862
20240820	82.63413898380972	93.90957482839275	94.78677864735803	84.08137026773814	114.4869964133795
20240821	83.37059475488866	93.13491530831025	94.49748676827699	84.49474601344853	114.86708976647957
20240822	83.58729157777772	92.80969742791113	95.44007818477773	86.33439217628937	115.35794663547803
20240823	83.4426631308407	93.53245939626625	94.94590141665405	85.70671130085228	115.41888181050439
20240826	81.33136703796929	92.47783847233131	94.63502513270853	84.57149281945766	114.25599833249942
20240827	80.99312521613741	90.9890690339097	94.27037035884139	84.1368419241275	114.30788828611398
20240828	81.94973876927843	91.16439571198129	94.30908762693983	84.23740718469539	114.59102783210884
20240829	81.13697136290556	91.07803529051921	94.61964011656382	83.10721229239167	115.6104140681671
20240830	82.0355337126011	90.52290474856136	94.41044269672894	82.3970458707298	116.44509147755977
20240902	81.18579297393464	90.33980211037057	93.62172766731575	82.45553084524776	114.39730848003784
20240903	82.28632100254583	89.49046430116788	93.69655633804787	82.29693765988323	113.55149179855697
20240904	81.5753459654054	90.35045571578313	93.22398427980633	82.5369110010874	112.66754891867328
20240905	81.06532160343698	90.79629968599417	94.11421666790224	82.4088171414661	111.09906032699242
20240906	82.71780127047272	90.03991205789227	92.69302635189732	84.59174467799991	110.673222258381
20240909	81.53378735731066	89.44452866424442	93.05295042770736	84.76983810371323	109.7565382042538
20240910	83.05015805096498	88.99701633904476	91.97546205343218	85.60526007834466	111.24725563151449
20240911	82.3904727416553	87.77611035242583	92.9466996987406	83.88723820079095	109.91298811834412
20240912	83.20806428761233	87.74508474535577	92.72024430083215	84.20056746437749	109.76714862216872
20240913	82.1508673409092	88.88972885797132	93.97576918195605	84.39051268560875	109.83866766277457
20240916	84.11237063406725	88.66207840734585	93.75089435221933	84.71560293808207	111.48899106111054
20240917	85.4799083309287	88.45080707159053	94.05921370915996	83.57287152737646	111.16394460417072
20240918	84.78159287579169	87.58223912308105	95.67339773199545	82.92993523881556	110.59667562411586
20240919	85.1093535479302	88.74405856064956	96.1540348668552	85.26718237915003	110.53623118092206
20240920	85.34689819265421	89.00677469991423	97.56335182584954	85.7179313951957	110.42991365955785
20240923	84.5589750428044	89.24245877918732	98.95996531895523	85.38395650984491	111.03777851463559
20240924	84.78432663613413	90.03442689131167	98.18641250157476	87.42879499350266	109.64839960983656
20240925	84.49185907474745	90.90118556443204	98.49789446380089	88.17509487967219	109.12760176921512
20240926	84.4455660126263	90.9304895420636	100.07578691426224	88.8037467646492	110.02246553317809
20240927	83.9085803200147	91.8341460535308	100.32185672409084	90.06397900056493	112.28330412510759
20240930	83.66830390842355	91.48007221199603	99.47865860902205	89.95274711914773	111.8775449082304
20241001	83.98643207618267	91.36618934277138	99.13941997493096	90.93367110612822	110.85534151858269
20241002	84.36784473247295	91.01424867335393	99.88013600138359	92.22054783390725	110.54195578698409
20241003	84.75770626427763	91.19535846354485	99.10467383736642	92.46136137340875	110.88419232839948
20241004	85.12539287266063	91.03281198376843	99.21790838439847	91.4246131711543	110.50991037321063
20241007	85.61709802636378	91.86726391023224	98.81954191178842	91.53870361874341	110.78437414801053
20241008	85.80693287490283	92.38387842482904	97.05856910776525	91.51186468040895	111.07171489586077
20241009	84.96985125694685	93.96217846742435	97.23494800229246	92.9724004695414	110.21917050524377
20241010	84.21924863704501	94.19196368871208	95.63542545453589	93.19111046541802	110.34844432251568
20241011	85.09601047775313	94.87358110553646	95.25605076359447	92.19236972940999	112.2766693369411
20241014	84.44150143188621	93.90560115271754	94.2470924458787	93.2468634914479	111.71791577438472
20241015	83.82421765304179	94.05379754629742	94.07106707801925	92.63522490582052	112.58595786198191
20241016	84.73892965014957	95.00410564403512	94.81425110386772	93.02755347348283	110.6263293275752
20241017	86.18254148632704	95.31050162989477	95.41170743208481	94.0893955105775	112.2458600923641
20241018	86.56119342914104	95.74567541564015	94.86065710837482	94.13936059849888	111.31344294856058
20241021	85.95743200163727	94.91290841946216	94.73171166973364	95.15119719045768	114.92270591735738
20241022	86.1377012759307	93.66041051387532	95.95685294564312	94.88440270370705	114.18885425487315
20241023	86.33591604314682	92.52411754705585	96.18979525290328	94.81954717210532	114.3241086702348
20241024	86.68317896196322	92.60510440944067	96.22475513310094	95.10853631593874	114.82296177193547
20241025	85.81081316185745	91.30854271589064	96.18469735957311	93.77435071607813	114.9464990004803
20241028	86.63747813211825	91.88294844493855	95.20082139358244	92.98970123155996	115.34755718503327
20241029	86.30776033241919	91.61077671864794	95.7899367078921	92.09456049331335	114.90864942596029
20241030	85.63710784077007	90.67825840822144	94.99144669614206	92.73913041551937	114.99120690853104
20241031	84.90449917563244	90.48703705367416	93.46609775606791	92.0799640745367	117.5132871270922
20241101	84.84487992875057	91.16975358095164	93.42359121538803	92.41959900610406	118.31895543043859
20241104	83.92961083177914	91.1597835673271	94.92931365834438	91.70565639991904	117.67417677163175
20241105	83.68849965649699	91.42363840521617	95.4480124038667	92.89391820692057	118.28708268047714
20241106	83.65331342543125	92.60061121237399	96.14167037810468	91.53316654422704	121.33778358827425
20241107	85.16412278821754	92.4634655959489	96.52498992435159	92.77200926511894	121.15324698851926
20241108	85.80555680459035	93.50915862480295	95.56949495316758	92.2333382526454	122.29917931830927
20241111	86.21911577287064	94.39587265372579	95.46197479808991	91.98555918522887	119.9031025105731
20241112	85.25373346584608	94.45920151275602	96.27161994394777	92.49396350801618	119.7733872413441
20241113	85.03935878609349	94.68350539631028	96.3662158832424	93.82101187903596	119.97290498327038
20241114	83.8057594996089	93.50493598921885	97.86052747247916	92.74717414193402	120.91779082390136
20241115	83.59786712333963	93.36500939435912	97.74890024299205	93.90569961482818	120.70897481589489
20241118	83.58673322845888	91.96504951709534	97.97073907393249	94.42458827171816	121.02219245913477
20241119	84.78034850962732	92.03420688074866	98.28374258509824	96.01328317650824	119.18462907925564
20241120	84.41165826722184	93.37483808151902	99.22796891429935	96.68616774952162	120.20520248067557
20241121	84.70513158840548	94.92982018057113	99.62344325591481	96.9377500436869	120.42051271797489
20241122	84.88563032227613	93.85656483244526	100.41426125014357	96.83075134601701	122.65910955979152
20241125	84.83840421153509	94.271309257776	100.68232503913985	96.24615772939445	123.90689155966041
20241126	86.48741884988988	94.27623296975854	100.40032813218949	95.92424499963796	121.6084904781344
20241127	86.35103797707137	94.53206628010585	101.48520808946182	96.86897021335523	121.12726857987575
20241128	86.12955318899238	95.61963210422452	101.3295843778242	96.39544479921577	122.85035439921268
20241129	87.04528076517902	95.65673186817206	100.74984287824901	94.49435943383511	123.60166549744787
20241202	86.28577517912183	93.81631300642972	102.37974052318708	95.12766410003317	122.22626252175883
20241203	85.26130699729585	94.65591521410434	101.50510983459095	96.38796223832571	123.00666378593858
20241204	85.73719161547237	95.05876943075359	101.71997035665272	97.25986653884287	122.47387322006344
20241205	85.82808000247353	95.79541194298076	102.31471930367564	96.12376354112631	121.88690794106172
20241206	86.06254167778008	95.42443184816644	104.16749494288604	95.7657430444482	121.71368547913357
20241209	86.74463413340492	95.75951266773087	104.03708138350744	95.06302545524036	122.10564184749435
20241210	87.66822569526612	96.2386384745157	103.25127207888232	96.74782461380765	120.37607589340942
20241211	86.30889561003698	97.1869551925254	103.50541776881515	96.23690015142365	119.08471143420229
20241212	88.35304549084134	97.3202810048987	104.08063847364775	96.56262026505509	119.62755168284873
20241213	88.84929443847277	98.05530394234574	103.71157661421087	96.30067158766416	117.58634939384342
20241216	88.17633086535204	98.3411713761711	104.82203195641307	96.89865979100443	117.20986297810737
20241217	87.0869321901004	95.66659538159041	106.05749133124631	96.34865142059148	116.70873407906353
20241218	87.2190333989808	94.35021791691663	105.70830871165522	98.3377633415028	117.32352011268603
20241219	87.5504388764879	92.88745849915053	108.12841140018246	96.96791673681506	119.62459875574606
20241220	85.7352887391106	94.2209250388513	109.91419961883047	96.19102684560245	120.1552070682538
20241223	86.22320294593422	93.47596517072724	108.35456746878849	94.95080390690606	120.83118202122833
20241224	86.16707646335625	92.96855669392657	109.42906837605986	95.4535348441784	119.94577363099306
20241225	85.15525722376199	93.47499368510407	108.86414495377261	95.56738794490505	121.87583053835822
20241226	85.6012108370797	92.6909909930956	109.0609979782999	94.68022698627713	123.87685477912747
20241227	85.13886598060569	92.90189006587391	109.41901273999444	94.8500939347748	121.49856791175615
